1,document,1.tar_1401.0232.gz_FinitenessofAttractorsArXivV2_9.tsv
2,document,1.tar_1601.00325.gz_wea-sta-egs_6.tsv
3,document,100.tar_1605.09240.gz_RimoldiVeronelli_ExtrLSI_0.tsv
4,document,100.tar_1705.04170.gz_EUCNC_v7_4.tsv
5,document,101.tar_1408.2273.gz_sheaf_cohomology2_26.tsv
6,document,102.tar_1606.00230.gz_dyn-basis-sym+_17.tsv
7,document,103.tar_1408.3544.gz_letter_noise_arxiv_2.tsv
8,document,103.tar_1507.00884.gz_doublelens_4.tsv
9,document,104.tar_1804.05646.gz_18-04-15_TSP_Carnot_10.tsv
10,document,106.tar_1408.4609.gz_sphericalCone2014_08_19_31.tsv
11,document,107.tar_1408.5006.gz_ijms-kendl-preprint_18.tsv
12,document,108.tar_1408.6062.gz_SYZconjecture141007_13.tsv
13,document,110.tar_1507.04642.gz_multi-party-privacy-controls_1.tsv
14,document,116.tar_1606.06174.gz_paper_0.tsv
15,document,117.tar_1507.08463.gz_abscissa_15.tsv
16,document,118.tar_1409.4488.gz_ms_15.tsv
17,document,120.tar_1409.5180.gz_Genus3Final_1.tsv
18,document,120.tar_1409.5237.gz_LZS_manuscript_7.tsv
19,document,169.tar_1609.01946.gz_EOMofCTM_31.tsv
20,document,171.tar_1609.02836.gz_freeboundary-submisson1_15.tsv
21,document,177.tar_1511.01163.gz_Exclusion-2015v19_31.tsv
22,document,177.tar_1511.01383.gz_relativized_relation_algerbas_arxiv_19.tsv
23,document,179.tar_1708.04605.gz_main_8.tsv
24,document,18.tar_1701.07975.gz_difalco_iprd16_5.tsv
25,document,182.tar_1609.07751.gz_parfunlargeNchiralprd3_2.tsv
26,document,190.tar_1610.00996.gz_phd3D_v6_2.tsv
27,document,190.tar_1610.01376.gz_2016TMM_13.tsv
28,document,2.tar_1701.00547.gz_li6sys_v4_2.tsv
29,document,200.tar_1512.01907.gz_AlgorithmMay10.2017_6.tsv
30,document,203.tar_1512.03742.gz_GMT-crystal-growth_8.tsv
31,document,203.tar_1709.04309.gz_ieee_paper_10.tsv
32,document,21.tar_1402.4305.gz_b14.EPJC_double_pair_production_archive_1.tsv
33,document,213.tar_1611.01347.gz_sqm2016proc_0.tsv
34,document,214.tar_1512.09157.gz_BEGUN_Viktor_ICFNP2015_6.tsv
35,document,218.tar_1807.10956.gz_TKDE-GSVD_3.tsv
36,document,29.tar_1802.00693.gz_Mg26_MunichQ3D_6.tsv
37,document,34.tar_1403.4328.gz_dynftnew_8.tsv
38,document,34.tar_1702.05664.gz_main_5.tsv
39,document,38.tar_1403.6735.gz_arxiv_resubmission_6.tsv
40,document,4.tar_1801.01436.gz_archive_0.tsv
41,document,44.tar_1503.06319.gz_FrFTandQSim_XXX_16.tsv
42,document,44.tar_1503.06506.gz_RMA_systems_with_TLGs_Part_II_2.tsv
43,document,49.tar_1603.05696.gz_maintext_27.tsv
44,document,50.tar_1404.5692.gz_COGENT_IEEE_tsp_SW2_0.tsv
45,document,51.tar_1404.6447.gz_Coiras--Counterexamples_to_CST_0.tsv
46,document,53.tar_1603.07490.gz_Land_Kacz_2016_revised_4.tsv
47,document,55.tar_1603.08463.gz_sbot-jhep_30.tsv
48,document,55.tar_1802.10441.gz_nonlinearresurgence_17.tsv
49,document,56.tar_1504.03004.gz_scalability_0.tsv
50,document,58.tar_1703.07406.gz_polyc_ssp_3.tsv
51,document,121.tar_1409.6075.gz_item_8.tsv
52,document,167.tar_1707.09949.gz_manuscript_3_20.tsv
53,document,227.tar_1710.02793.gz_mra_paper_15.tsv
54,document,281.tar_1712.01085.gz_BCLY-Particle_model_for_financial_herding20171204_13.tsv
55,document,6.tar_1801.02590.gz_PredPrey_SlowFast_4.tsv
56,document,122.tar_1606.09298.gz_main_12.tsv
57,document,128.tar_1410.0696.gz_barbosa_1.tsv
58,document,128.tar_1508.04187.gz_twoway_arxiv2_3.tsv
59,document,132.tar_1508.06452.gz_IOPLaTeX_20160115_orig_33.tsv
60,document,137.tar_1410.6051.gz_WaveExtensionProblem-revised_18.tsv
61,document,144.tar_1608.00239.gz_video_streaming_LAA_11.tsv
62,document,148.tar_1608.02035.gz_Proof_of_Friedman_Instability_17.tsv
63,document,149.tar_1608.02530.gz_Border_Ranks_of_Monomials_2016_18.tsv
64,document,149.tar_1608.02537.gz_EEPSV6_7.tsv
65,document,15.tar_1402.1029.gz_nazar_yura_nina_ed_4.tsv
66,document,15.tar_1701.06521.gz_main_arxiv_0.tsv
67,document,152.tar_1509.07985.gz_ARSfixed_sin_sub_7.tsv
68,document,154.tar_1806.00158.gz_NSeccentric_13.tsv
69,document,156.tar_1806.00809.gz_flop_3.tsv
70,document,157.tar_1707.05937.gz_num_meth_revision_7.tsv
71,document,158.tar_1707.06030.gz_HOROPROVA_8.tsv
72,document,166.tar_1609.00467.gz_projective_method_of_multipliers_3.tsv
73,document,166.tar_1806.04389.gz_shapeSensitivityForLCF_rev5_3.tsv
74,document,241.tar_1612.02648.gz_GW_1.tsv
75,document,248.tar_1612.05477.gz_JMD_ALPINE_FINAL_KS_4.tsv
76,document,25.tar_1702.01353.gz_ARXIV_On_the_Correlation_between_Boolean_Functions_of_Sequences_of_Random_Variables_7.tsv
77,document,253.tar_1809.00445.gz_paper_11.tsv
78,document,255.tar_1612.08800.gz_VertexSFLQC_11.tsv
79,document,255.tar_1711.02423.gz_spacetime2_65_25.tsv
80,document,257.tar_1809.01828.gz_main_5.tsv
81,document,258.tar_1809.02476.gz_paper_arxiv_23.tsv
82,document,266.tar_1711.06845.gz_M-Paper-v1_0.tsv
83,document,277.tar_1711.11274.gz_TDE_final_3.tsv
84,document,280.tar_1712.00555.gz_About_the_equivalence_between_monads_and_monadic_functors2_13.tsv
85,document,60.tar_1803.01550.gz_jhepexample_10.tsv
86,document,61.tar_1504.05890.gz_paper_4.tsv
87,document,61.tar_1703.08670.gz_poly24mar17_2.tsv
88,document,61.tar_1803.01874.gz_gravent_1.tsv
89,document,62.tar_1504.06573.gz_thermal-10_18.tsv
90,document,69.tar_1803.05027.gz_Solving_the_Course-timetabling_Problem_of_Cairo_University_Using_Max-SAT_5.tsv
91,document,71.tar_1604.05694.gz_PD_arXiv_10.tsv
92,document,78.tar_1505.06053.gz_records_rw_bridge_v7_0.tsv
93,document,79.tar_1803.08545.gz_Corner_Majorana_Kramers_11.tsv
94,document,85.tar_1407.1912.gz_kw070714_27.tsv
95,document,86.tar_1605.03370.gz_rps-verPRE_4.tsv
96,document,89.tar_1407.3799.gz_NeutronStarLetter-plb3_2.tsv
97,document,92.tar_1605.06119.gz_flares_0.tsv
98,document,98.tar_1506.07509.gz_dggsP2RArXiv_10.tsv
