0,709,960,729,960,729,973,709,973,13
1,324,29,418,29,418,48,324,48,Stainless
2,425,29,478,29,478,48,425,48,Steel
3,485,29,531,29,531,48,485,48,Pipe
4,537,29,615,29,615,48,537,48,Nipples
5,621,29,636,29,636,48,621,48,&
6,643,29,689,29,689,48,643,48,Pipe
7,60,56,177,56,177,72,60,72,Standard-Wall
8,182,56,257,56,257,72,182,72,Stainless
9,262,56,304,56,304,72,262,72,Steel
10,309,56,387,56,387,72,309,72,Threaded
11,393,56,429,56,429,72,393,72,Pipe
12,434,56,496,56,496,72,434,72,Nipples
13,501,56,531,56,531,72,501,72,and
14,536,56,573,56,573,72,536,72,Pipe
15,578,56,613,56,613,72,578,72,with
16,618,56,680,56,680,72,618,72,Sealant
17,63,104,68,104,68,112,63,112,•
18,71,102,110,102,110,112,71,112,Flanges:
19,113,102,131,102,131,112,113,112,Use
20,134,102,176,102,176,112,134,112,threaded
21,178,102,204,102,204,112,178,112,Class
22,207,102,224,102,224,112,207,112,150
23,227,102,288,102,288,112,227,112,low-pressure
24,71,112,111,112,111,122,71,122,stainless
25,114,112,136,112,136,122,114,122,steel
26,139,112,158,112,158,122,139,122,(see
27,161,112,184,112,184,122,161,122,page
28,187,112,196,112,196,122,187,122,9)
29,63,84,68,84,68,92,63,92,•
30,71,83,108,83,108,93,71,93,Fittings:
31,111,83,129,83,129,93,111,93,Use
32,132,83,173,83,173,93,132,93,threaded
33,176,83,202,83,202,93,176,93,Class
34,205,83,222,83,222,93,205,93,150
35,225,83,285,83,285,93,225,93,low-pressure
36,71,93,111,93,111,102,71,102,stainless
37,114,93,136,93,136,102,114,102,steel
38,139,93,158,93,158,102,139,102,(see
39,161,93,189,93,189,102,161,102,pages
40,192,93,211,93,211,102,192,102,9-Apr
41,214,93,228,93,228,102,214,102,13)
42,640,104,660,104,660,112,640,112,Fully
43,662,104,703,104,703,112,662,112,Threaded
44,626,169,666,169,666,177,626,177,Threaded
45,668,169,679,169,679,177,668,177,on
46,681,169,702,169,702,177,681,177,Both
47,704,169,725,169,725,177,704,177,Ends
48,63,75,68,75,68,82,63,82,•
49,71,73,89,73,89,83,71,83,Use
50,92,73,111,73,111,83,92,83,with
51,114,73,127,73,127,83,114,83,air
52,130,73,162,73,162,83,130,83,natural
53,165,73,185,73,185,83,165,83,gas
54,187,73,201,73,201,83,187,83,oil
55,204,73,235,73,235,83,204,83,steam
56,238,73,264,73,264,83,238,83,water
57,319,73,336,73,336,83,319,83,The
58,339,73,374,73,374,83,339,83,threads
59,376,73,388,73,388,83,376,83,on
60,391,73,407,73,407,83,391,83,this
61,410,73,430,73,430,83,410,83,pipe
62,433,73,455,73,455,83,433,83,have
63,458,73,464,73,464,83,458,83,a
64,466,73,491,73,491,83,466,83,PTFE
65,494,73,527,73,527,83,494,83,sealant
66,530,73,564,73,564,83,530,83,applied
67,567,73,580,73,580,83,567,83,for
68,582,73,606,73,606,83,582,83,extra
69,308,83,327,83,327,93,308,93,leak
70,331,83,378,83,378,93,331,93,protection
71,381,83,389,83,389,93,381,93,in
72,392,83,452,83,452,93,392,93,low-pressure
73,456,83,512,83,512,93,456,93,applications
74,518,83,539,83,539,93,518,93,Pipe
75,542,83,549,83,549,93,542,93,is
76,553,83,572,83,572,93,553,93,also
77,575,83,606,83,606,93,575,93,known
78,308,93,319,93,319,102,308,102,as
79,323,93,366,93,366,102,323,102,Schedule
80,370,93,381,93,381,102,370,102,40
81,387,93,393,93,393,102,387,102,It
82,397,93,404,93,404,102,397,102,is
83,407,93,454,93,454,102,407,102,seamless
84,457,93,485,93,485,102,457,102,which
85,488,93,523,93,523,102,488,102,creates
86,526,93,531,93,531,102,526,102,a
87,535,93,570,93,570,102,535,102,smooth
88,573,93,606,93,606,102,573,102,interior
89,308,102,321,102,321,112,308,112,for
90,325,102,381,102,381,112,325,112,unrestricted
91,384,102,404,102,404,112,384,112,flow
92,410,102,439,102,439,112,410,112,Meets
93,442,102,499,102,499,112,442,112,ANSI/ASME
94,503,102,542,102,542,112,503,112,B1.20.1
95,546,102,575,102,575,112,546,112,ASTM
96,578,102,606,102,606,112,578,112,A312
97,308,112,326,112,326,122,308,122,and
98,329,112,357,112,357,122,329,122,ASTM
99,360,112,384,112,384,122,360,122,A733
100,319,122,336,122,336,131,319,131,304
101,340,122,384,122,384,131,340,131,stainless
102,387,122,411,122,411,131,387,131,steel
103,414,122,435,122,435,131,414,131,pipe
104,438,122,454,122,454,131,438,131,has
105,458,122,477,122,477,131,458,131,very
106,480,122,505,122,505,131,480,131,good
107,508,122,552,122,552,131,508,131,corrosion
108,555,122,603,122,603,131,555,131,resistance
109,308,131,326,131,326,141,308,141,316
110,329,131,373,131,373,141,329,141,stainless
111,375,131,399,131,399,141,375,141,steel
112,402,131,422,131,422,141,402,141,pipe
113,425,131,442,131,442,141,425,141,has
114,445,131,486,131,486,141,445,141,excellent
115,489,131,533,131,533,141,489,141,corrosion
116,535,131,583,131,583,141,535,141,resistance
117,319,141,342,141,342,151,319,151,Fully
118,347,141,392,141,392,151,347,151,threaded
119,397,141,418,141,418,151,397,151,pipe
120,422,141,430,141,430,151,422,151,is
121,435,141,454,141,454,151,435,151,also
122,459,141,490,141,490,151,459,151,known
123,495,141,506,141,506,151,495,151,as
124,511,141,516,141,516,151,511,151,a
125,521,141,546,141,546,151,521,151,close
126,551,141,583,141,583,151,551,151,nipple;
127,587,141,593,141,593,151,587,151,it
128,598,141,606,141,606,151,598,151,is
129,308,151,350,151,350,161,308,161,threaded
130,353,151,365,151,365,161,353,161,on
131,367,151,390,151,390,161,367,161,each
132,393,151,410,151,410,161,393,161,end
133,413,151,422,151,422,161,413,161,to
134,425,151,440,151,440,161,425,161,the
135,443,151,472,151,472,161,443,161,center
136,60,194,105,194,105,204,60,204,304/304L
137,108,194,153,194,153,204,108,204,Stainless
138,156,194,181,194,181,204,156,204,Steel
139,60,220,81,220,81,229,60,229,Pipe
140,60,229,80,229,80,239,60,239,Size
141,94,229,106,229,106,239,94,239,Lg
142,60,242,72,242,72,252,60,252,8-Jan
143,100,242,115,242,115,252,100,252,"3/4"""
144,131,242,179,242,179,252,131,252,1455N111
145,188,242,214,242,214,252,188,252,$3.34 
146,60,251,72,251,72,261,60,261,4-Jan
147,100,251,115,251,115,262,100,262,"7/8"""
148,131,252,179,252,179,261,131,261,1455N112
149,194,252,214,252,214,261,194,261,3.61
150,60,261,72,261,72,271,60,271,8-Mar
151,94,261,103,261,103,271,94,271,10
152,131,261,179,261,179,271,131,271,1455N113
153,194,261,214,261,214,271,194,271,4
154,232,220,253,220,253,229,232,229,Pipe
155,232,229,252,229,252,239,232,239,Size
156,265,229,277,229,277,239,265,239,Lg
157,232,242,243,242,243,252,232,252,2-Jan
158,265,242,286,242,286,252,265,252,"1 1/8"""
159,303,242,351,242,351,252,303,252,1455N114
160,360,242,386,242,386,252,360,252,$4.90 
161,232,251,243,251,243,261,232,261,4-Mar
162,265,251,286,251,286,262,265,262,"1 3/8"""
163,303,252,351,252,351,261,303,261,1455N115
164,365,252,386,252,386,261,365,261,5.88
165,404,220,424,220,424,229,404,229,Pipe
166,404,229,423,229,423,239,404,239,Size
167,437,229,449,229,449,239,437,239,Lg
168,404,242,409,242,409,252,404,252,1
169,437,242,458,242,458,252,437,252,"1 1/2"""
170,473,242,521,242,521,252,473,252,1455N116
171,525,242,557,242,557,252,525,252,$10.51 
172,404,251,421,251,421,261,404,261,4-Nov
173,437,251,458,251,458,262,437,262,"1 5/8"""
174,473,252,521,252,521,261,473,261,1455N117
175,531,252,557,252,557,261,531,261,12.9
176,575,220,596,220,596,229,575,229,Pipe
177,575,229,595,229,595,239,575,239,Size
178,609,229,620,229,620,239,609,239,Lg
179,575,242,592,242,592,252,575,252,1 1/2
180,609,242,630,242,630,252,609,252,"1 3/4"""
181,644,242,692,242,692,252,644,252,1455N118
182,697,242,729,242,729,252,697,252,$14.50 
183,575,252,581,252,581,261,575,261,2
184,609,251,618,251,618,262,609,262,20
185,644,252,692,252,692,261,644,261,1455N119
186,703,252,729,252,729,261,703,261,16.98
187,325,287,346,287,346,297,325,297,NPT
188,348,287,395,287,395,297,348,297,Threaded
189,398,287,411,287,411,297,398,297,on
190,413,287,437,287,437,297,413,297,Both
191,440,287,464,287,464,297,440,297,Ends
192,347,208,368,208,368,218,347,218,NPT
193,370,208,393,208,393,218,370,218,Fully
194,396,208,443,208,443,218,396,218,Threaded
195,60,299,81,299,81,308,60,308,Pipe
196,60,308,80,308,80,318,60,318,Size
197,94,308,106,308,106,318,94,318,Lg
198,60,321,72,321,72,331,60,331,8-Jan
199,97,321,121,321,121,331,97,331,"1 1/2"""
200,131,321,179,321,179,331,131,331,1455N121
201,188,321,214,321,214,331,188,331,$3.72 
202,60,331,72,331,72,340,60,340,8-Jan
203,131,331,179,331,179,340,131,340,1455N122
204,194,331,214,331,214,340,194,340,4.04
205,60,340,72,340,72,350,60,350,8-Jan
206,131,340,179,340,179,350,131,350,1455N123
207,194,340,214,340,214,350,194,350,4.35
208,60,350,72,350,72,360,60,360,8-Jan
209,131,350,179,350,179,360,131,360,1455N124
210,194,350,214,350,214,360,194,360,4.67
211,60,360,72,360,72,370,60,370,8-Jan
212,131,360,179,360,179,370,131,370,1455N125
213,194,360,214,360,214,370,194,370,5.06
214,60,369,72,369,72,379,60,379,8-Jan
215,131,370,179,370,179,379,131,379,1455N126
216,194,370,214,370,214,379,194,379,5.37
217,60,382,72,382,72,392,60,392,8-Jan
218,131,382,179,382,179,392,131,392,1455N127
219,194,382,214,382,214,392,194,392,6.04
220,60,392,72,392,72,402,60,402,8-Jan
221,131,392,179,392,179,402,131,402,1455N128
222,194,392,214,392,214,402,194,402,6.66
223,60,401,72,401,72,411,60,411,8-Jan
224,131,402,179,402,179,411,131,411,1455N129
225,194,402,214,402,214,411,194,411,8.11
226,60,411,72,411,72,421,60,421,8-Jan
227,94,411,109,411,109,421,94,421,"10"""
