0,719,960,729,960,729,973,719,973,5
1,397,29,492,29,492,48,397,48,Stainless
2,498,29,551,29,551,48,498,48,Steel
3,558,29,604,29,604,48,558,48,Pipe
4,610,29,689,29,689,48,610,48,Fittings
5,309,942,372,942,372,953,309,953,(Continued
6,375,942,390,942,390,953,375,953,on
7,393,942,445,942,445,953,393,953,following
8,448,942,480,942,480,953,448,953,page)
9,502,60,565,60,565,71,502,71,(Continued
10,568,60,594,60,594,71,568,71,from
11,598,60,646,60,646,71,598,71,previous
12,650,60,681,60,681,71,650,71,page)
13,60,75,81,75,81,84,60,84,NPT
14,84,75,145,75,145,84,84,84,Connectors
15,148,75,196,75,196,84,148,84,Adapters
16,199,75,217,75,217,84,199,84,and
17,220,75,246,75,246,84,220,84,Caps
18,249,75,276,75,276,84,249,84,(Cont
19,279,75,282,75,282,84,279,84,)
20,60,56,174,56,174,72,60,72,Low-Pressure
21,179,56,254,56,254,72,179,72,Stainless
22,259,56,301,56,301,72,259,72,Steel
23,307,56,385,56,385,72,307,72,Threaded
24,390,56,426,56,426,72,390,72,Pipe
25,431,56,493,56,493,72,431,72,Fittings
26,60,128,81,128,81,138,60,138,Pipe
27,60,138,80,138,80,147,60,147,Size
28,132,138,173,138,173,147,132,147,Crosses
29,237,128,285,128,285,138,237,138,Straights
30,243,138,279,138,279,147,243,147,Female
31,343,128,391,128,391,138,343,138,Straights
32,355,138,379,138,379,147,355,147,Male
33,447,128,495,128,495,138,447,138,Straights
34,426,138,461,138,461,147,426,147,Female
35,461,139,470,139,470,147,461,147,@
36,470,138,490,138,490,147,470,147,Butt
37,492,138,516,138,516,147,492,147,Weld
38,560,138,595,138,595,147,560,147,Unions
39,671,138,696,138,696,147,671,147,Caps
40,60,150,78,150,78,160,60,160,316
41,81,150,126,150,126,160,81,160,Stainless
42,129,150,154,150,154,160,129,160,Steel
43,71,160,83,160,83,170,71,170,8-Jan
44,105,160,153,160,153,170,105,170,4452K481
45,169,160,200,160,200,170,169,170,$14.45 
46,213,160,261,160,261,170,213,170,4452K111
47,282,160,308,160,308,170,282,170,$3.36 
48,322,160,370,160,370,170,322,170,4452K841
49,386,160,412,160,412,170,386,170,$2.92 
50,426,160,474,160,474,170,426,170,4452K138
51,490,160,516,160,516,170,490,170,$2.38 
52,530,160,578,160,578,170,530,170,4452K222
53,594,160,625,160,625,170,594,170,$15.39 
54,638,160,686,160,686,170,638,170,4452K235
55,703,160,729,160,729,170,703,170,$2.46 
56,71,169,83,169,83,179,71,179,4-Jan
57,105,170,153,170,153,179,105,179,4452K482
58,174,170,200,170,200,179,174,179,14.45
59,213,170,261,170,261,179,213,179,4452K112
60,288,170,308,170,308,179,288,179,4.27
61,322,170,370,170,370,179,322,179,4452K842
62,392,170,412,170,412,179,392,179,5.12
63,426,170,474,170,474,179,426,179,4452K139
64,496,170,516,170,516,179,496,179,2.47
65,530,170,578,170,578,179,530,179,4452K223
66,599,170,625,170,625,179,599,179,15.39
67,638,170,686,170,686,179,638,179,4452K236
68,709,170,729,170,729,179,709,179,3.28
69,71,179,83,179,83,189,71,189,8-Mar
70,105,179,153,179,153,189,105,189,4452K483
71,174,179,200,179,200,189,174,189,16.94
72,213,179,261,179,261,189,213,189,4452K113
73,288,179,308,179,308,189,288,189,4.46
74,322,179,370,179,370,189,322,189,4452K843
75,392,179,412,179,412,189,392,189,6.8
76,426,179,474,179,474,189,426,189,4452K211
77,496,179,516,179,516,189,496,189,2.82
78,530,179,578,179,578,189,530,189,4452K224
79,599,179,625,179,625,189,599,189,15.64
80,638,179,686,179,686,189,638,189,4452K237
81,709,179,729,179,729,189,709,189,3.87
82,71,189,83,189,83,199,71,199,2-Jan
83,105,189,153,189,153,199,105,199,4452K484
