4,96,41,353,41,353,79,96,79,TAN WOON YANN
5,88,107,366,107,366,133,88,133,YONGFATT ENTERPRISE
6,171,137,280,137,280,155,171,155,(JM0517726)
7,104,162,347,162,347,179,104,179,NO 122.124 JALAN DEDAP 13
8,136,184,316,184,316,198,136,198,81100 JOHOR BAHRU
9,157,220,295,220,295,238,157,238,TEL 07-3523888
10,135,252,320,252,320,269,135,269,GST ID: 000849813504
11,112,277,349,277,349,296,112,296,SIMPLIFIED TAX INVOICE
12,18,316,66,316,66,333,18,333,CASH
13,19,343,78,343,78,360,19,360,DOC NO
14,141,337,251,337,251,358,141,358,CS00031663
15,276,341,312,341,312,359,276,359,DATE
16,329,341,415,341,415,358,329,358,25/12/2018
17,18,369,79,369,79,386,18,386,CASHIER
18,143,368,191,368,191,383,143,383,USER
19,276,365,313,365,313,382,276,382,TIME
20,334,367,395,367,395,383,334,383,12 31 00
21,19,393,114,393,114,412,19,412,SALESPERSON
22,275,392,306,392,306,410,275,410,REF.
23,20,439,53,439,53,454,20,454,ITEM
24,170,437,197,437,197,457,170,457,QTY
25,232,435,287,435,287,454,232,454,S/PRICE
26,313,438,378,438,378,453,313,453,AMOUNT
27,398,438,426,438,426,454,398,454,TAX
28,21,462,69,462,69,478,21,478,E8318
29,172,457,194,457,194,475,172,475,1
30,234,459,286,459,286,477,234,477,80.91
31,328,457,380,457,380,480,328,480,80.91
32,395,459,428,459,428,478,395,478,SR
33,21,486,231,486,231,502,21,502,ELEGANT SCHTR BAG 15
34,65,509,133,509,133,528,65,528,TOTAL QTY
35,175,509,192,509,192,524,175,524,1
36,329,509,380,509,380,528,329,528,80.91
37,66,546,289,546,289,562,66,562,TOTAL SALES (EXCLUDING GST) :
38,334,546,375,546,375,562,334,562,80.91
39,207,572,290,572,290,588,207,588,DISCOUNT :
40,342,572,377,572,377,588,342,588,0.00
41,198,599,290,599,290,616,198,616,TOTAL GST :
42,336,597,385,597,385,619,336,619,0.00
43,202,628,273,628,273,646,202,646,ROUNDING
44,333,626,386,626,386,646,333,646,-0.01
45,33,658,290,658,290,676,33,676,TOTAL SALES (INCLUSIVE OF GST) :
46,331,653,383,653,383,674,331,674,80.90
47,227,687,292,687,292,705,227,705,CASH :
48,326,689,377,689,377,703,326,703,100.00
49,211,712,290,712,290,731,211,731,CHANGE :
50,335,713,378,713,378,729,335,729,19.10
51,50,762,187,762,187,778,50,778,GST SUMMARY
52,55,793,132,793,132,809,55,809,TAX CODE
53,174,794,188,794,188,810,174,810,%
54,228,793,303,793,303,811,228,811,AMT (RM)
55,334,792,405,792,405,810,334,810,TAX (RM)
56,55,815,80,815,80,832,55,832,SR
57,168,813,191,813,191,831,168,831,0
58,258,814,301,814,301,831,258,831,80.91
59,371,815,406,815,406,829,371,829,0.00
60,140,841,206,841,206,867,140,867,TOTAL :
61,256,844,301,844,301,862,256,862,80.91
62,371,847,405,847,405,863,371,863,0.00
63,71,895,385,895,385,909,71,909,GOODS SOLD ARE NOT REFUNDABLE ONLY
