0,709,960,729,960,729,973,709,973,65,PageNumber
1,446,29,551,29,551,48,446,48,Aluminum,Title
2,558,29,604,29,604,48,558,48,Pipe,Title
3,610,29,689,29,689,48,610,48,Fittings,Title
4,302,398,322,398,322,408,302,408,Pipe,Table
5,325,398,345,398,345,408,325,408,Size,Table
6,290,408,302,408,302,418,290,418,(A),Table
7,339,408,352,408,352,418,339,418,(B),Table
8,296,420,307,420,307,430,296,430,1/4,Table
9,345,420,356,420,356,430,345,430,1/8,Table
10,403,420,461,420,461,430,403,430,.44705K269,Table
11,475,420,501,420,501,430,475,430,$6.74,Table
12,296,430,307,430,307,440,296,440,3/8,Table
13,345,430,356,430,356,440,345,440,1/8,Table
14,403,430,461,430,461,440,403,440,.44705K391,Table
15,481,430,501,430,501,440,481,440,7.41,Table
16,296,440,307,440,307,449,296,449,3/8,Table
17,345,440,356,440,356,450,345,450,1/4,Table
18,403,440,461,440,461,450,403,450,.44705K271,Table
19,481,440,501,440,501,449,481,449,7.41,Table
20,296,449,307,449,307,459,296,459,1/2,Table
21,345,449,356,449,356,459,345,459,1/4,Table
22,403,449,461,449,461,459,403,459,.44705K392,Table
23,481,449,501,449,501,459,481,459,8.13,Table
24,296,459,307,459,307,469,296,469,1/2,Table
25,345,459,356,459,356,469,345,469,3/8,Table
26,403,459,461,459,461,469,403,469,.44705K272,Table
27,481,459,501,459,501,469,481,469,8.13,Table
28,296,472,307,472,307,481,296,481,3/4,Table
29,345,472,356,472,356,481,345,481,1/4,Table
30,403,472,461,472,461,481,403,481,.44705K486,Table
31,481,472,501,472,501,481,481,481,8.82,Table
32,296,481,307,481,307,491,296,491,3/4,Table
33,345,481,356,481,356,491,345,491,3/8,Table
34,403,481,461,481,461,491,403,491,.44705K652,Table
35,481,481,501,481,501,491,481,491,8.80,Table
36,296,491,307,491,307,501,296,501,3/4,Table
37,345,491,356,491,356,501,345,501,1/2,Table
38,403,491,461,491,461,501,403,501,.44705K273,Table
39,481,491,501,491,501,501,481,501,8.82,Table
