0,117.0,467.66499999999996,154.0,467.66499999999996,154.0,477.714,117.0,477.714,FIG.,paragraph
1,162.0,467.66499999999996,176.0,467.66499999999996,176.0,477.714,162.0,477.714,7.,paragraph
2,190.0,467.66499999999996,243.0,467.66499999999996,243.0,477.714,190.0,477.714,Elastic,caption
3,251.0,467.66499999999996,279.0,467.66499999999996,279.0,477.714,251.0,477.714,free,caption
4,287.0,467.66499999999996,338.0,467.66499999999996,338.0,477.714,287.0,477.714,energy,caption
5,346.0,467.66499999999996,361.0,467.66499999999996,361.0,477.714,346.0,477.714,of,caption
6,369.0,467.66499999999996,393.0,467.66499999999996,393.0,477.714,369.0,477.714,the,caption
7,401.0,467.66499999999996,457.0,467.66499999999996,457.0,477.714,401.0,477.714,droplet,caption
8,465.0,467.66499999999996,515.0,467.66499999999996,515.0,477.714,465.0,477.714,during,caption
9,523.0,467.66499999999996,532.0,467.66499999999996,532.0,477.714,523.0,477.714,a,caption
10,540.0,467.66499999999996,613.0,467.66499999999996,613.0,477.714,540.0,477.714,switching,caption
11,621.0,467.66499999999996,699.0,467.66499999999996,699.0,477.714,621.0,477.714,dynamics,,caption
12,707.0,467.66499999999996,742.0,467.66499999999996,742.0,477.714,707.0,477.714,with,caption
13,750.0,467.66499999999996,775.0,467.66499999999996,775.0,477.714,750.0,477.714,the,caption
14,783.0,467.66499999999996,838.0,467.66499999999996,838.0,477.714,783.0,477.714,electric,caption
15,846.0,467.66499999999996,879.0,467.66499999999996,879.0,477.714,846.0,477.714,ﬁeld,caption
16,117.0,488.536,174.0,488.536,174.0,499.358,117.0,499.358,applied,caption
17,182.0,488.536,223.0,488.536,223.0,499.358,182.0,499.358,along,caption
18,232.0,488.536,315.0,488.536,315.0,499.358,232.0,499.358,y-direction,caption
19,323.0,488.536,355.0,488.536,355.0,499.358,323.0,499.358,(red,caption
20,363.0,488.536,410.0,488.536,410.0,499.358,363.0,499.358,curve,,caption
21,419.0,488.536,479.0,488.536,479.0,499.358,419.0,499.358,plusses),caption
22,488.0,488.536,522.0,488.536,522.0,499.358,488.0,499.358,with,caption
23,531.0,488.536,586.0,488.536,586.0,499.358,531.0,499.358,voltage,caption
24,594.0,488.536,619.0,488.536,619.0,499.358,594.0,499.358,∆V,caption
25,636.0,488.536,650.0,488.536,650.0,499.358,636.0,499.358,=,caption
26,659.0,488.536,668.0,488.536,668.0,499.358,659.0,499.358,3,caption
27,676.0,488.536,705.0,488.536,705.0,499.358,676.0,499.358,and,caption
28,713.0,488.536,754.0,488.536,754.0,499.358,713.0,499.358,along,caption
29,763.0,488.536,787.0,488.536,787.0,499.358,763.0,499.358,the,caption
30,796.0,488.536,879.0,488.536,879.0,499.358,796.0,499.358,z-direction,caption
